#group,false,false,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,_result,,,,,,
,result,table,_start,_time,_value,_field,_measurement
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,-35.9022,longitude,IF-AL-marechal_deodoro
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,1,_packetloss,IF-AL-marechal_deodoro
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,5,_packetin,IF-AL-marechal_deodoro
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,30,_packetout,IF-AL-marechal_deodoro
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,1,_delay,IF-AL-marechal_deodoro
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,2,_rtt,IF-AL-marechal_deodoro
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,3,_trafficin,IF-AL-marechal_deodoro
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,4,_trafficout,IF-AL-marechal_deodoro
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,20,threshold,IF-AL-marechal_deodoro
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,10,_size,IF-AL-marechal_deodoro
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,-10.2874,latitude,IF-AL-penedo
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,-36.5824,longitude,IF-AL-penedo
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,1,_packetloss,IF-AL-penedo
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,5,_packetin,IF-AL-penedo
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,30,_packetout,IF-AL-penedo
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,1,_delay,IF-AL-penedo
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,2,_rtt,IF-AL-penedo
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,3,_trafficin,IF-AL-penedo
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,4,_trafficout,IF-AL-penedo
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,20,threshold,IF-AL-penedo
,,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z,10,_size,IF-AL-penedo
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,-9.66599,latitude,IF-AL-maceio
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,-35.735,longitude,IF-AL-maceio
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,1,_packetloss,IF-AL-maceio
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,5,_packetin,IF-AL-maceio
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,30,_packetout,IF-AL-maceio
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,1,_delay,IF-AL-maceio
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,2,_rtt,IF-AL-maceio
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,3,_trafficin,IF-AL-maceio
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,4,_trafficout,IF-AL-maceio
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,20,threshold,IF-AL-maceio
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,1000,_size,IF-AL-maceio
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,-9.75164,latitude,IF-AL-arapiraca
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,-36.6604,longitude,IF-AL-arapiraca
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,1,_packetloss,IF-AL-arapiraca
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,5,_packetin,IF-AL-arapiraca
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,30,_packetout,IF-AL-arapiraca
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,1,_delay,IF-AL-arapiraca
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,2,_rtt,IF-AL-arapiraca
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,3,_trafficin,IF-AL-arapiraca
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,4,_trafficout,IF-AL-arapiraca
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,20,threshold,IF-AL-arapiraca
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,10,_size,IF-AL-arapiraca
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,-9.66526,latitude,IF-AL-batalha
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,-37.1325,longitude,IF-AL-batalha
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,2,_packetloss,IF-AL-batalha
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,5,_packetin,IF-AL-batalha
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,30,_packetout,IF-AL-batalha
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,1,_delay,IF-AL-batalha
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,2,_rtt,IF-AL-batalha
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,3,_trafficin,IF-AL-batalha
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,4,_trafficout,IF-AL-batalha
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,20,threshold,IF-AL-batalha
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,10,_size,IF-AL-batalha
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,-9.01271,latitude,IF-AL-maragogi
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,-35.2213,longitude,IF-AL-maragogi
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,2,_packetloss,IF-AL-maragogi
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,5,_packetin,IF-AL-maragogi
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,30,_packetout,IF-AL-maragogi
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,1,_delay,IF-AL-maragogi
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,2,_rtt,IF-AL-maragogi
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,3,_trafficin,IF-AL-maragogi
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,4,_trafficout,IF-AL-maragogi
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,20,threshold,IF-AL-maragogi
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,10,_size,IF-AL-maragogi
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,-9.71801,latitude,IF-AL-marechal_deodoro
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,-35.9022,longitude,IF-AL-marechal_deodoro
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,2,_packetloss,IF-AL-marechal_deodoro
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,5,_packetin,IF-AL-marechal_deodoro
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,30,_packetout,IF-AL-marechal_deodoro
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,1,_delay,IF-AL-marechal_deodoro
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,2,_rtt,IF-AL-marechal_deodoro
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,3,_trafficin,IF-AL-marechal_deodoro
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,4,_trafficout,IF-AL-marechal_deodoro
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,20,threshold,IF-AL-marechal_deodoro
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,10,_size,IF-AL-marechal_deodoro
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,-10.2874,latitude,IF-AL-penedo
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,-36.5824,longitude,IF-AL-penedo
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,2,_packetloss,IF-AL-penedo
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,5,_packetin,IF-AL-penedo
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,30,_packetout,IF-AL-penedo
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,1,_delay,IF-AL-penedo
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,2,_rtt,IF-AL-penedo
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,3,_trafficin,IF-AL-penedo
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,4,_trafficout,IF-AL-penedo
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,20,threshold,IF-AL-penedo
,,0,2022-11-16T10:05:00Z,2022-11-16T10:05:00Z,10,_size,IF-AL-penedo
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,-9.66599,latitude,IF-AL-maceio
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,-35.735,longitude,IF-AL-maceio
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,2.2,_packetloss,IF-AL-maceio
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,5,_packetin,IF-AL-maceio
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,30,_packetout,IF-AL-maceio
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,1,_delay,IF-AL-maceio
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,2,_rtt,IF-AL-maceio
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,3,_trafficin,IF-AL-maceio
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,4,_trafficout,IF-AL-maceio
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,20,threshold,IF-AL-maceio
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,1000,_size,IF-AL-maceio
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,-9.75164,latitude,IF-AL-arapiraca
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,-36.6604,longitude,IF-AL-arapiraca
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,3,_packetloss,IF-AL-arapiraca
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,5,_packetin,IF-AL-arapiraca
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,30,_packetout,IF-AL-arapiraca
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,1,_delay,IF-AL-arapiraca
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,2,_rtt,IF-AL-arapiraca
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,3,_trafficin,IF-AL-arapiraca
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,4,_trafficout,IF-AL-arapiraca
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,20,threshold,IF-AL-arapiraca
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,10,_size,IF-AL-arapiraca
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,-9.66526,latitude,IF-AL-batalha
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,-37.1325,longitude,IF-AL-batalha
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,3,_packetloss,IF-AL-batalha
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,5,_packetin,IF-AL-batalha
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,30,_packetout,IF-AL-batalha
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,1,_delay,IF-AL-batalha
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,2,_rtt,IF-AL-batalha
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,3,_trafficin,IF-AL-batalha
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,4,_trafficout,IF-AL-batalha
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,20,threshold,IF-AL-batalha
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,10,_size,IF-AL-batalha
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,-9.01271,latitude,IF-AL-maragogi
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,-35.2213,longitude,IF-AL-maragogi
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,3,_packetloss,IF-AL-maragogi
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,5,_packetin,IF-AL-maragogi
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,30,_packetout,IF-AL-maragogi
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,1,_delay,IF-AL-maragogi
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,2,_rtt,IF-AL-maragogi
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,3,_trafficin,IF-AL-maragogi
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,4,_trafficout,IF-AL-maragogi
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,20,threshold,IF-AL-maragogi
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,10,_size,IF-AL-maragogi
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,-9.71801,latitude,IF-AL-marechal_deodoro
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,-35.9022,longitude,IF-AL-marechal_deodoro
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,3,_packetloss,IF-AL-marechal_deodoro
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,5,_packetin,IF-AL-marechal_deodoro
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,30,_packetout,IF-AL-marechal_deodoro
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,1,_delay,IF-AL-marechal_deodoro
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,2,_rtt,IF-AL-marechal_deodoro
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,3,_trafficin,IF-AL-marechal_deodoro
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,4,_trafficout,IF-AL-marechal_deodoro
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,20,threshold,IF-AL-marechal_deodoro
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,10,_size,IF-AL-marechal_deodoro
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,-10.2874,latitude,IF-AL-penedo
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,-36.5824,longitude,IF-AL-penedo
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,3,_packetloss,IF-AL-penedo
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,5,_packetin,IF-AL-penedo
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,30,_packetout,IF-AL-penedo
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,1,_delay,IF-AL-penedo
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,2,_rtt,IF-AL-penedo
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,3,_trafficin,IF-AL-penedo
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,4,_trafficout,IF-AL-penedo
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,20,threshold,IF-AL-penedo
,,0,2022-11-16T10:10:00Z,2022-11-16T10:10:00Z,10,_size,IF-AL-penedo
